Student ID,School,Gender,Game-Playing Frequency,Game-Playing Skill,Game-Playing Hours,Content Pre 1,Content Pre 2,Content Pre 3,Content Pre 4,Content Pre 5,Content Pre 6,Content Pre 7,Content Pre 8,Content Pre 9,Content Pre 10,Content Pre 11,Content Pre 12,Content Pre 13,Content Pre 14,Content Pre 15,Content Pre 16,Content Pre 17,Content Pre 18,Content Pre 19,Content Pre Total,BFI Open,BFI Conscientious,BFI Extraversion,BFI Agreeable,BFI Neuroticism,AGQ Mastery Approach,AGQ Mastery Avoid,AGQ Performance Approach,AGQ Performance Avoid,CERQ Self Blame,CERQ Acceptance,CERQ Rumination,CERQ Positive Refocusing,CERQ Planning,CERQ Positive Reappraisal,CERQ Putting into Perspective,CERQ Catastrophizing,CERQ Other-Blame,Game Soln Disease,Game Soln Object,Content Post 1,Content Post 2,Content Post 3,Content Post 4,Content Post 5,Content Post 6,Content Post 7,Content Post 8,Content Post 9,Content Post 10,Content Post 11,Content Post 12,Content Post 13,Content Post 14,Content Post 15,Content Post 16,Content Post 17,Content Post 18,Content Post 19,Content Post Total,Narrative 1,Narrative 2,Narrative 3,Narrative 4,Narrative 5,Narrative 6,Narrative 7,Narrative 8,Narrative 9,Narrative 10,Narrative 11,Narrative 12,Narrative 13,Narrative Total,IMI Interest Total,IMI Competence Total,IMI Effort Total,IMI Pressure Total,IMI Value Total,PQ Involvement,PQ Sensory Fidelity,PQ Adaptation / Immersion,PQ Interface Quality,PQ Total,Learning Gain,Normalized Learning Gain,Solved Mystery,CompletionTime
100-0186,AnonymousA,2,3,2,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,10,36,25,20,31,36,6,11,9,15,6,7,7,4,8,7,5,8,5,disease-Salmonellosis,object-Milk,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,11,1,1,1,1,1,1,0,1,1,1,0,1,0,10,4,4.166666667,4.6,5,5.571428571,52,24,37,13,126,1,0.111111111,0,9999
100-0187,AnonymousA,1,5,5,5,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,10,42,31,37,41,21,21,6,21,21,8,10,6,10,8,10,6,2,6,disease-Influenza,object-Egg,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,0,12,4.571428571,4,5.8,8.75,4,51,27,29,12,119,1,0.111111111,1,3197.669922
100-0188,AnonymousA,1,3,4,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,6,35,36,25,43,20,18,13,13,4,7,5,8,6,9,8,5,8,6,disease-Influenza,object-Milk,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,5,1,1,1,1,1,1,1,1,1,1,0,1,1,12,2.142857143,2.333333333,2.8,5.75,5.142857143,50,26,35,11,122,-1,-0.076923077,0,9999
100-0189,AnonymousA,2,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,34,36,26,34,27,19,9,4,19,4,7,7,6,7,9,5,7,3,disease-Influenza,object-Milk,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,8,1,1,1,1,1,1,1,1,1,0,0,0,0,9,5.857142857,3.166666667,6,5.25,5.714285714,62,32,40,9,143,6,0.352941176,0,9999
100-0190,AnonymousA,1,4,5,4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,6,43,30,38,38,12,16,10,21,21,3,3,3,3,3,3,3,3,3,disease-Influenza,object-Milk,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,9,1,1,1,0,1,1,1,1,1,0,0,0,1,9,5.714285714,5.5,3.6,2,6.857142857,58,28,36,18,140,3,0.230769231,0,9999
100-0191,AnonymousA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,disease-Influenza,object-Sandwich,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,0,11,4.857142857,5.666666667,5.6,2.75,6,66,37,39,7,149,None,None,0,9999
100-0192,AnonymousA,2,2,4,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,8,45,22,40,26,26,20,6,16,20,5,7,9,5,10,10,10,9,5,disease-Salmonellosis,object-Egg,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,15,1,1,1,1,1,1,1,1,1,1,0,1,1,12,5.142857143,4,4.2,1.5,5.142857143,56,31,34,17,138,7,0.636363636,1,2949.030029
100-0193,AnonymousA,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,6,33,32,27,42,18,20,10,18,20,5,10,8,8,7,9,7,5,2,disease-Influenza,object-Egg,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,9,1,1,1,1,1,1,0,1,1,0,0,0,0,8,6.857142857,4.833333333,4.6,4.75,7,76,40,51,4,171,3,0.230769231,0,9999
100-0194,AnonymousA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,10,1,1,1,0,1,1,1,1,1,1,1,-1,-1,-1,5.285714286,6.666666667,3.4,2,6.857142857,83,31,56,18,188,None,None,0,9999
100-0195,AnonymousA,1,2,3,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,6,38,29,40,35,18,9,9,14,18,6,8,10,6,10,10,10,10,2,disease-Salmonellosis,object-Sandwich,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,6,1,0,1,1,1,1,1,1,1,1,0,0,0,9,7,4.5,4,2.75,7,71,31,56,12,170,0,0,0,9999
100-0196,AnonymousA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,disease-Influenza,object-Sandwich,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,6,1,1,1,1,1,1,1,1,0,1,1,0,1,11,3.571428571,3.5,3.6,2.75,4.714285714,49,24,37,5,115,None,None,0,9999
100-0197,AnonymousA,2,5,4,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,9,38,29,27,28,27,12,12,12,12,6,6,6,6,6,6,6,6,6,None,None,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,1,1,0,1,0,1,0,0,0,-1,-1,-1,3.142857143,2.666666667,3.6,4.5,2,36,18,26,15,95,-4,-0.4,0,9999
100-0198,AnonymousA,2,4,4,3,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,8,35,35,19,37,18,12,15,9,15,8,6,8,2,10,6,8,8,2,disease-Influenza,object-Egg,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,11,1,1,1,1,1,0,1,1,1,0,1,1,0,10,5.428571429,3,6.6,3.75,6.428571429,48,30,33,9,120,3,0.272727273,0,9999
100-0199,AnonymousA,2,3,2,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,9,43,30,35,34,22,13,16,13,19,8,8,9,8,8,9,9,5,4,disease-Influenza,object-Milk,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,6,0,0,1,1,1,1,1,1,1,0,0,1,1,9,5.142857143,5.833333333,3.4,1.25,5.285714286,58,29,38,14,139,-3,-0.3,1,2976.254883
100-0200,AnonymousA,2,5,4,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,7,41,30,28,35,27,19,18,19,19,6,6,7,7,10,8,7,6,4,disease-Salmonellosis,object-Egg,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,13,1,1,1,1,1,1,1,1,1,1,0,1,1,12,5.428571429,4.5,5,4.25,5.428571429,54,30,39,12,135,6,0.5,1,3453.389893
100-0201,AnonymousA,2,2,3,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,9,29,35,38,36,17,20,11,13,21,5,6,7,8,8,8,8,4,4,disease-Salmonellosis,object-Egg,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,16,1,1,1,1,1,1,0,0,1,0,1,1,1,10,6.285714286,6,6,3,5.857142857,61,33,42,8,144,7,0.7,1,2319.149902
100-0202,AnonymousA,2,2,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,6,36,34,38,24,23,10,16,16,15,5,5,7,5,7,8,7,7,6,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0203,AnonymousA,2,5,4,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,8,38,23,37,26,25,11,7,7,17,4,5,3,8,5,8,8,4,2,disease-Influenza,object-Egg,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,10,1,1,1,1,1,1,0,1,0,1,1,1,0,10,7,6.5,6.4,5.75,6.857142857,73,37,46,19,175,2,0.181818182,1,2197.379883
100-0204,AnonymousA,2,2,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,7,33,38,31,44,18,15,9,17,21,6,6,6,7,9,7,9,6,2,disease-Salmonellosis,object-Sandwich,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,11,1,1,1,1,1,1,0,1,1,1,1,1,1,12,6.285714286,5.833333333,5.8,5,5.285714286,60,34,44,9,147,4,0.333333333,1,2778.419922
100-0205,AnonymousA,2,1,4,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,9,37,34,31,27,25,9,13,15,21,7,7,7,6,7,6,7,6,4,disease-Influenza,object-Milk,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,13,4.142857143,5,4.8,3.25,4.428571429,55,26,38,15,134,7,0.7,1,2593.139893
100-0207,AnonymousA,2,5,5,5,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,6,41,28,35,27,23,14,11,21,15,8,9,9,4,10,8,6,10,6,disease-Influenza,object-Sandwich,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,11,1,1,1,1,1,1,1,1,1,1,1,1,1,13,7,6.333333333,5,2.5,7,63,33,53,14,163,5,0.384615385,1,2170.469971
100-0208,AnonymousA,2,5,4,3,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,7,36,24,26,23,21,11,3,6,13,6,8,6,6,6,6,7,6,6,disease-Salmonellosis,object-Egg,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,8,1,1,1,1,1,1,0,1,1,1,0,1,0,10,6,5.333333333,5.8,1.25,7,67,34,40,16,157,1,0.083333333,0,9999
100-0209,AnonymousA,1,5,5,4,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,8,34,30,32,38,8,18,9,18,12,6,6,6,6,8,6,6,8,10,disease-Salmonellosis,object-Sandwich,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,1,0,1,1,1,1,1,1,0,1,0,9,4,4,4.4,5.25,3.428571429,65,34,55,6,160,-5,-0.454545455,0,9999
100-0210,AnonymousA,1,4,4,3,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,8,31,28,23,31,17,13,13,15,14,6,6,6,6,7,7,6,6,6,disease-Influenza,object-Sandwich,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,7,1,1,1,1,1,1,0,1,0,0,0,0,0,7,4.571428571,2.333333333,4.4,4.5,4.285714286,0,0,0,24,24,-1,-0.090909091,0,9999
100-0211,AnonymousA,1,4,5,5,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,11,30,20,31,20,25,10,13,13,15,6,6,7,5,7,9,7,6,6,disease-Salmonellosis,object-Sandwich,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,15,1,1,1,1,1,1,1,1,1,1,0,1,1,12,5.142857143,5.833333333,4.2,3.5,6,58,31,39,16,144,4,0.5,1,2564.429932
100-0212,AnonymousA,1,5,4,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,5,36,30,26,32,21,14,21,18,21,4,6,6,5,6,6,6,5,6,disease-Salmonellosis,object-Milk,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0213,AnonymousA,1,4,5,3,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,6,42,27,33,26,23,4,6,4,3,4,4,4,6,3,2,6,3,2,disease-Influenza,object-Egg,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,9,1,1,1,1,1,1,0,1,1,0,1,1,1,11,5.428571429,5.666666667,4.6,3.75,4.428571429,39,20,32,13,104,3,0.230769231,1,2071.530029
100-0214,AnonymousA,2,2,3,2,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,10,41,28,37,37,18,16,3,9,10,8,7,8,8,8,7,9,5,2,disease-Salmonellosis,object-Milk,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,7,1,0,1,1,1,1,1,1,0,0,0,1,0,8,4.142857143,3.5,3.4,5.5,6.571428571,79,42,48,6,175,-3,-0.333333333,0,9999
100-0215,AnonymousA,1,4,4,3,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,11,32,26,23,30,28,12,12,12,12,6,6,6,6,6,6,6,6,6,disease-Influenza,object-Milk,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,7,1,1,1,1,1,1,1,1,1,0,0,1,1,11,4.428571429,5,4.2,4.25,5.428571429,52,27,40,11,130,-4,-0.5,1,2311.199951
100-0216,AnonymousA,1,5,5,4,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,12,37,34,31,29,24,17,9,14,16,8,8,7,5,7,9,9,6,6,disease-Influenza,object-Egg,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,11,1,1,1,1,1,1,1,1,1,1,1,0,1,12,6.571428571,5.666666667,6.4,1.75,7,73,36,43,13,165,-1,-0.142857143,0,9999
100-0217,AnonymousA,2,2,3,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,9,31,26,30,34,36,11,14,13,17,9,6,8,4,5,8,6,10,4,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0218,AnonymousA,2,3,3,2,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,9,47,26,31,29,24,19,13,5,14,7,6,7,8,7,7,7,8,4,disease-Salmonellosis,object-Sandwich,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,10,1,1,1,1,1,1,1,1,1,1,0,1,1,12,6.428571429,4.333333333,6.6,4.75,6.714285714,65,31,44,18,158,1,0.1,0,9999
100-0219,AnonymousA,2,3,3,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,6,43,40,33,32,17,21,10,15,19,3,7,7,7,9,10,10,4,4,disease-Influenza,object-Egg,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,10,1,1,1,1,1,1,0,1,1,1,0,1,1,11,4.714285714,5.333333333,3.6,1.25,3.857142857,50,28,40,16,134,4,0.307692308,1,2990.429932
100-0220,AnonymousA,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,23,22,23,29,24,16,21,3,9,4,7,3,3,6,8,5,5,2,disease-Influenza,object-Milk,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,0,11,5.428571429,5,6.4,4.5,7,67,42,41,16,166,3,0.176470588,0,9999
100-0221,AnonymousA,2,5,5,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,9,46,28,36,26,32,13,17,20,18,5,8,5,10,9,3,9,7,8,disease-Salmonellosis,object-Egg,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,14,1,1,1,1,1,1,0,1,1,1,1,1,1,12,6.285714286,6.833333333,6.4,1.5,6.285714286,71,30,43,19,163,5,0.5,1,2526.179932
100-0222,AnonymousA,2,3,2,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,7,40,29,23,32,34,10,7,21,17,7,8,7,7,4,5,8,8,6,disease-Salmonellosis,object-Milk,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,14,1,1,1,1,1,1,0,1,0,1,1,1,1,11,5,5.333333333,5.4,2,6,50,22,37,17,126,7,0.583333333,1,2391.98999
100-0223,AnonymousA,2,2,3,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,8,39,27,30,40,30,17,15,12,19,7,9,9,6,8,10,6,7,5,disease-Salmonellosis,object-Milk,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,12,1,1,1,1,1,1,1,1,1,1,0,1,1,12,4,4,4.2,2,4,49,23,32,12,116,4,0.363636364,0,9999
100-0224,AnonymousA,1,4,5,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,6,43,33,28,31,22,16,15,15,18,5,6,6,6,7,8,6,5,5,disease-Influenza,object-Sandwich,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,9,1,1,0,1,1,1,0,1,0,0,0,1,1,8,6.285714286,5.333333333,5.8,3.75,6.428571429,72,35,51,6,164,3,0.230769231,0,9999
100-0226,AnonymousA,1,5,5,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,34,30,22,28,21,17,8,14,20,6,4,5,5,5,7,8,9,5,disease-Salmonellosis,object-Egg,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,6,1,1,1,1,1,1,1,0,0,0,0,1,0,8,1.285714286,1.5,3,4,2.571428571,32,12,15,20,79,2,0.133333333,0,9999
100-0227,AnonymousA,1,2,3,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,10,41,43,30,38,22,20,9,20,9,4,4,9,9,10,10,8,4,3,disease-Salmonellosis,object-Milk,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,13,1,1,1,1,1,1,1,1,1,1,1,1,1,13,3.285714286,5,3.6,3.5,3.142857143,44,24,40,11,119,3,0.333333333,1,2965.964844
100-0228,AnonymousA,2,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,45,40,40,41,14,17,3,13,12,8,10,10,6,10,10,10,5,4,disease-Influenza,object-Sandwich,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,8,1,1,1,1,1,1,1,0,1,1,0,1,0,10,2.857142857,1,5.8,3.5,5.142857143,68,39,42,7,156,4,0.266666667,0,9999
100-0229,AnonymousA,2,2,3,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,5,36,31,39,37,18,16,6,15,16,6,7,7,8,7,7,5,5,5,disease-Influenza,object-Egg,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,8,1,1,1,1,1,1,0,0,1,1,0,1,1,10,4.142857143,3.833333333,5.8,2.5,4,56,28,33,11,128,3,0.214285714,1,3348.179932
100-0230,AnonymousA,2,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,34,27,23,34,29,21,21,12,18,6,9,6,5,6,8,8,7,4,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0231,AnonymousA,2,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,5,38,32,30,35,24,7,12,9,12,4,5,6,5,6,6,6,5,7,disease-Salmonellosis,object-Egg,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,9,0,1,1,1,1,1,1,1,0,0,0,0,0,7,6.857142857,4.5,4.4,5.5,5.285714286,83,42,47,5,177,4,0.285714286,0,9999
100-0232,AnonymousA,2,1,3,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6,45,36,36,43,12,21,14,11,21,6,8,6,8,8,8,8,6,4,disease-Influenza,object-Milk,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,8,1,1,1,1,1,1,1,1,0,1,1,1,0,11,5,4,6.2,3.75,6,66,33,46,19,164,2,0.153846154,0,9999
100-0233,AnonymousA,1,3,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,36,23,25,33,23,11,14,14,13,7,8,6,6,6,7,8,5,7,disease-Influenza,object-Sandwich,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0235,AnonymousA,1,5,5,5,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5,34,26,31,34,18,18,6,18,14,6,8,7,6,8,8,7,5,2,disease-Salmonellosis,object-Milk,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,10,1,1,1,1,1,1,1,1,1,1,0,0,1,11,3.857142857,3.833333333,5,2.75,6,51,27,30,12,120,5,0.357142857,0,9999
100-0236,AnonymousA,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4,35,34,30,35,21,18,18,15,19,8,9,6,10,10,10,9,2,4,disease-Salmonellosis,object-Egg,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,1,1,0,1,1,12,6.571428571,5.333333333,5.8,3,6.857142857,64,39,45,15,163,4,0.266666667,1,2478.629883
100-0237,AnonymousA,1,4,4,3,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,6,24,27,24,27,24,3,3,3,3,2,2,2,2,2,2,2,2,2,disease-Influenza,object-Milk,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,5,2.714285714,2,3.4,4.25,3,28,17,23,15,83,-5,-0.384615385,0,9999
100-0238,AnonymousA,2,4,4,2,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,11,40,19,22,32,31,13,12,17,14,8,8,10,9,7,9,5,5,3,disease-Salmonellosis,object-Milk,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,10,1,1,1,1,1,1,1,1,1,1,0,0,1,11,6.857142857,5,6.6,2.5,6,68,32,50,21,171,-1,-0.125,0,9999
100-0239,AnonymousA,1,3,4,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,8,38,38,25,35,20,15,14,16,12,4,7,7,5,8,8,8,6,2,disease-Salmonellosis,object-Milk,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,7,1,1,1,1,1,1,1,1,1,1,0,1,1,12,3.857142857,3.333333333,4,5.75,4,45,24,29,10,108,-1,-0.090909091,0,9999
100-0241,AnonymousA,1,5,5,5,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,7,38,27,24,31,26,21,21,21,21,8,8,8,8,8,9,8,8,6,disease-Salmonellosis,object-Egg,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,5,1,1,1,1,1,1,0,0,1,1,0,1,0,9,5,6.333333333,5.6,5.5,5,78,38,45,13,174,-2,-0.166666667,0,9999
100-0242,AnonymousA,2,2,3,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,7,40,37,36,35,22,20,14,18,17,3,7,7,6,8,7,7,6,5,disease-Influenza,object-Egg,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,9,1,1,1,1,1,1,1,1,1,0,1,1,1,12,2.285714286,1.333333333,3.2,4,0,0,0,0,24,24,2,0.166666667,0,9999
100-0243,AnonymousA,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,5,28,26,24,29,22,19,20,21,20,6,6,6,6,6,6,6,6,6,disease-Salmonellosis,object-Sandwich,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2.285714286,1.333333333,3.2,4,0,0,0,0,24,24,0,0,0,9999
100-0244,AnonymousA,1,5,5,3,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,9,39,28,30,38,17,14,8,21,15,10,10,10,10,10,10,8,4,2,disease-Influenza,object-Milk,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,13,5.571428571,7,5.2,4,6,61,33,52,20,166,0,0,1,1797.419922
100-0245,AnonymousA,1,4,4,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,5,41,31,34,35,10,8,3,14,16,5,6,6,8,4,6,8,4,5,disease-Influenza,object-Egg,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,13,6.571428571,6.666666667,6.8,2.75,7,75,38,54,21,188,5,0.357142857,1,2229
100-0247,AnonymousA,1,4,4,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,5,38,38,33,42,16,21,17,21,21,10,10,9,7,10,10,10,10,10,disease-Influenza,object-Egg,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,1,1,1,1,1,1,1,1,0,0,1,1,11,6.857142857,7,5.2,3.5,7,78,36,53,9,176,8,0.571428571,1,2879.849854
